order_id|customer_id|order_date|order_time|order_status|payment_method|shipping_address|shipping_city|shipping_state|shipping_postal_code|order_total|tax_amount|shipping_fee|discount_code|discount_amount|notes
587|60|2025-05-30|09:48:11|cancelled|debit_card|8783 Erin Ranch Apt. 878|Port Amyhaven|ID|75566|2703.71|219.22|0.0||36.5|
556|143|2025-07-11|09:48:11|pending|bank_transfer|73585 Quinn Brooks|Howardberg|KS|05676|1104.4|89.58|4.61||19.91|
1460|323|2025-09-12|09:48:11|processing|credit_card|0107 Debra Meadows|Turnerbury|AK|07756|2555.0|206.94|12.93||44.7|
287|386|2025-09-27|09:48:11|delivered|debit_card|76601 Kirby Street Suite 485|Estradaview|MI|11392|4007.2|320.58|0.0||0.0|
34|170|2025-09-21|09:48:11|pending|credit_card|097 Jennifer Grove Suite 895|North Ashleystad|DE|76557|118.25|9.46|0.0||0.0|
1327|283|2025-05-03|09:48:11|shipped|debit_card|14290 Susan Coves|Melissaland|ID|18750|4378.73|349.46|10.49||0.0|
1510|168|2025-07-09|09:48:11|processing|credit_card|549 Sellers Mews|Veronicashire|AL|80650|7405.92|592.47|0.0||0.0|
834|93|2025-07-20|09:48:11|pending|paypal|590 Meza Port Apt. 937|Gregoryton|CO|07863|1687.72|134.18|10.48||0.0|
904|43|2025-09-06|09:48:11|cancelled|debit_card|8862 Laurie Dam Suite 075|Port Ethanmouth|MH|67787|5255.43|420.43|0.0|SCORE|0.0|
307|3|2025-05-14|09:48:11|cancelled|paypal|653 William Course Apt. 122|Carlsonfurt|MS|78605|569.01|48.26|4.73|SUPPORT|38.94|Produce travel forget explain.
1736|490|2025-06-30|09:48:11|cancelled|debit_card|02179 Curtis Fields|Jessicafort|WY|96344|5074.99|405.14|10.76||0.0|
1381|284|2025-06-15|09:48:11|cancelled|paypal|30366 Michael Heights|Lake Paul|FM|94197|717.22|57.38|0.0||0.0|
1216|471|2025-04-21|09:48:11|pending|bank_transfer|45000 Kimberly Spurs Apt. 015|Port Judy|SC|77288|3982.22|318.58|0.0||0.0|
926|270|2025-08-12|09:48:11|pending|paypal|1818 Jones Route|West Reginaview|FL|30092|6490.22|518.05|14.57|AGENT|0.0|
80|282|2025-07-20|09:48:11|cancelled|paypal|65271 White Ferry Apt. 397|Lake Julian|ME|21855|4057.17|325.57|13.04||25.46|
1019|234|2025-07-22|09:48:11|pending|debit_card|5370 Julia Trace|Lindseybury|IN|65225|4430.89|354.47|0.0||0.0|
191|441|2025-07-22|09:48:11|shipped|bank_transfer|522 John Branch Suite 248|New Williamton|MO|18189|4991.03|398.39|11.13||0.0|
170|314|2025-08-02|09:48:11|cancelled|debit_card|07536 Ross Courts Suite 494|Lake Katrina|KS|18286|705.68|56.45|0.0||0.0|
1602|262|2025-07-13|09:48:11|processing|credit_card|712 Davis Square Suite 399|Lake Matthewfurt|SD|84662|7748.81|619.71|2.45||0.0|
1538|130|2025-05-06|09:48:11|delivered|credit_card|012 Frost Mews Apt. 143|Christopherton|VA|50875|752.82|63.72|0.0||43.73|
1117|200|2025-07-14|09:48:11|delivered|paypal|6246 Gallagher Port|Kellerside|OK|62081|6386.89|510.06|11.18||0.0|Single understand eight near loss.
1988|336|2025-06-23|09:48:11|delivered|debit_card|8150 Garcia Squares Suite 380|East Derrickfurt|VI|29364|2008.1|162.19|0.0||19.23|Unit industry nice federal.
863|398|2025-06-18|09:48:11|cancelled|debit_card|14035 Valerie Views Apt. 560|East Carol|RI|88126|329.13|25.31|12.73||0.0|
579|493|2025-07-24|09:48:11|delivered|bank_transfer|9598 Deborah Haven|Shannonside|NY|60516|3979.16|317.56|9.66||0.0|
106|200|2025-07-13|09:48:11|processing|debit_card|6246 Gallagher Port|Kellerside|OK|62081|7177.87|573.66|7.09||0.0|
945|157|2025-08-20|09:48:11|delivered|debit_card|371 Nguyen Run Apt. 111|Waltersland|NC|93205|4353.7|347.73|7.02||0.0|
733|99|2025-04-26|09:48:11|delivered|credit_card|23320 Miller Springs Suite 329|Luisland|CO|51369|1733.32|137.93|9.24||0.0|Owner newspaper few member part Republican hospital.
1943|475|2025-08-09|09:48:11|delivered|bank_transfer|03625 Lewis Inlet Suite 170|Carterfurt|GA|46989|5350.81|428.64|2.56|TERM|9.72|
1047|343|2025-08-15|09:48:11|shipped|credit_card|162 Fernando Summit Apt. 237|North Nicolefort|GA|82573|4663.56|373.05|0.48||0.0|
559|282|2025-08-09|09:48:11|processing|credit_card|65271 White Ferry Apt. 397|Lake Julian|ME|21855|1759.31|140.15|7.47||0.0|
46|187|2025-07-12|09:48:11|delivered|debit_card|12412 Hernandez Ford Apt. 468|South Michael|NV|97194|2364.14|189.13|0.0||0.0|
174|235|2025-07-29|09:48:11|delivered|bank_transfer|92124 Nicole Stream|Jamestown|UT|89333|72.86|5.05|9.72|FEEL|0.0|
1067|370|2025-07-16|09:48:11|pending|credit_card|772 Cameron Meadows Suite 175|West Warren|MD|70021|2417.71|193.42|0.0||0.0|Fight house guess think cell speak spend.
1272|78|2025-09-25|09:48:11|cancelled|paypal|3842 Cunningham Trail|West Kimberlystad|ND|99694|2517.68|201.19|2.75|AHEAD|0.0|
1112|52|2025-05-26|09:48:11|processing|debit_card|3210 Dougherty Way Suite 325|Jamesburgh|NM|67967|8620.86|690.86|14.71|WRITE|29.66|
1129|58|2025-08-03|09:48:11|pending|bank_transfer|7240 Kenneth Rapids|Smallberg|PR|66589|822.74|67.09|0.0||15.88|
1056|324|2025-09-18|09:48:11|processing|debit_card|56033 Brianna Forks Suite 890|East Samuelport|AZ|41674|2606.26|209.76|0.0||15.7|
1438|311|2025-04-29|09:48:11|cancelled|debit_card|1009 Conley Pine|Lindamouth|NV|64813|4270.3|341.62|0.0||0.0|
508|190|2025-06-27|09:48:11|processing|bank_transfer|1509 Brandy Forges Suite 301|Rhodesland|NY|52198|4106.23|331.68|1.05||40.77|
991|62|2025-04-28|09:48:11|cancelled|credit_card|04786 Morrow Gateway|Reedview|ID|95531|3864.71|311.5|13.24||42.27|
429|90|2025-05-25|09:48:11|pending|credit_card|67883 Steven Unions|North Alexander|MP|29636|7683.24|614.51|1.82||0.0|
1907|53|2025-05-02|09:48:11|cancelled|paypal|45650 Williams Points Apt. 584|South Williamside|KY|82190|10497.07|839.74|0.28|WHILE|0.0|
836|417|2025-07-01|09:48:11|processing|bank_transfer|2925 David Ways Suite 875|West Marie|MS|72607|682.41|53.39|15.05||0.0|
1665|100|2025-06-12|09:48:11|delivered|debit_card|7997 Gerald Lodge Apt. 996|Lake Thomasview|MH|49317|2866.34|229.31|0.0||0.0|
1376|231|2025-08-10|09:48:11|shipped|bank_transfer|8617 Rick Fort Apt. 489|Ashleymouth|CO|83836|970.13|77.27|4.31||0.0|
1944|112|2025-04-20|09:48:11|pending|debit_card|3540 Andrea Lane Suite 317|Solismouth|CO|65834|7439.64|594.73|5.46||0.0|
1798|444|2025-04-17|09:48:11|delivered|credit_card|870 Jones Isle Apt. 482|North Dustinside|KY|08350|1786.96|142.96|0.0||0.0|
1659|71|2025-08-12|09:48:11|shipped|paypal|886 Anthony Knoll Apt. 995|Smithchester|MS|11602|799.59|62.71|15.71||0.0|
1|448|2025-07-06|09:48:11|cancelled|credit_card|3439 Matthew Rapid Suite 961|North Christophertown|FL|71328|2527.48|201.27|11.62||0.0|
1253|386|2025-06-17|09:48:11|shipped|debit_card|76601 Kirby Street Suite 485|Estradaview|MI|11392|4353.24|347.74|6.5||0.0|
1009|369|2025-06-09|09:48:11|processing|bank_transfer|749 Bonnie Wall|Gayview|WV|53869|837.81|66.7|4.03||0.0|
1820|229|2025-08-28|09:48:11|pending|debit_card|890 Karen Parkway|West Kristinbury|MP|92987|4509.65|360.77|0.0||0.0|
383|484|2025-05-07|09:48:11|processing|credit_card|34838 Mark Shore Suite 382|Port Loriport|GU|00903|1331.09|105.31|14.76||0.0|Child house budget style arrive they.
1985|16|2025-09-15|09:48:11|pending|bank_transfer|2980 Vargas Shore|Whiteview|MS|43407|5156.95|412.56|0.0||0.0|He throw bar five know.
1680|334|2025-05-21|09:48:11|processing|debit_card|889 Mitchell Lights|South April|OK|81172|4672.66|372.9|11.47||0.0|
1802|296|2025-05-18|09:48:11|cancelled|bank_transfer|90550 Mosley Parkway|Lake Victormouth|MT|54291|2964.58|236.63|6.72||0.0|
1882|358|2025-06-12|09:48:11|processing|bank_transfer|55029 Patrick Stream|West Saraport|NE|53026|135.74|9.66|14.93|GUY|0.0|
272|481|2025-08-17|09:48:11|cancelled|credit_card|71531 Katrina Glens Suite 506|Simsfort|NE|74081|3165.9|252.35|11.47||0.0|
616|491|2025-08-27|09:48:11|cancelled|debit_card|9866 Shawn Squares|South Michellefort|IA|53596|7275.94|581.72|4.44||0.0|
603|193|2025-06-13|09:48:11|processing|credit_card|2902 Murray Square|West Frank|KY|47839|698.0|55.84|0.0|NECESSARY|0.0|
211|160|2025-04-27|09:48:11|shipped|bank_transfer|14586 Heather Ridge Apt. 198|Lynchmouth|KS|69365|2202.58|176.79|0.0||7.27|
365|137|2025-07-19|09:48:11|processing|paypal|449 Nelson Mills Suite 987|Lake Jimmy|KS|98002|5945.33|475.32|3.78||0.0|
1918|425|2025-05-01|09:48:11|pending|credit_card|58295 Melissa Ports|Port Laura|GU|91362|4311.02|348.13|6.31||46.87|
1458|61|2025-08-25|09:48:11|cancelled|bank_transfer|740 Scott Alley|Cooperland|ND|08398|590.91|46.57|8.78|LAND|0.0|
1644|432|2025-06-14|09:48:11|shipped|debit_card|192 Courtney Loop Suite 346|Port Ryanmouth|WI|52225|1038.06|83.04|0.0||0.0|
1748|154|2025-04-16|09:48:11|pending|bank_transfer|52056 Turner Summit|Edwinborough|CT|17742|6226.79|497.64|6.26||0.0|
1187|197|2025-08-24|09:48:11|cancelled|paypal|275 Hawkins Canyon|West Tristanfurt|LA|60393|170.0|13.6|0.0||0.0|
1445|218|2025-05-10|09:48:11|processing|debit_card|6012 Joanne Mills|East Kenneth|MP|51846|3735.98|298.63|13.29||10.21|
176|266|2025-05-16|09:48:11|delivered|credit_card|01367 Watts Extensions Suite 176|Cynthiamouth|MN|02021|2363.72|188.44|8.25||0.0|
844|377|2025-09-16|09:48:11|pending|bank_transfer|28981 Katherine Crest|Yangstad|WA|42035|2107.3|169.72|14.91||29.06|
1492|34|2025-04-18|09:48:11|pending|paypal|76617 Jones Common|Charleneland|DC|36547|4080.75|328.76|10.01||38.8|
662|405|2025-09-17|09:48:11|processing|debit_card|27599 Erica Turnpike Apt. 100|West Melissamouth|MH|47253|4530.08|362.4|0.02||0.0|
1375|91|2025-06-13|09:48:11|pending|bank_transfer|670 Vega Extensions Suite 324|Seanberg|AZ|80993|913.3|72.39|8.47||0.0|
464|488|2025-06-18|09:48:11|processing|credit_card|841 James Motorway Apt. 125|Jenniferburgh|ID|45686|6347.31|507.37|5.2||0.0|
1656|471|2025-04-10|09:48:11|delivered|bank_transfer|45000 Kimberly Spurs Apt. 015|Port Judy|SC|77288|4380.27|351.5|0.0||13.52|
736|304|2025-08-22|09:48:11|pending|credit_card|655 James Unions Suite 704|Wilsonmouth|GA|79331|3667.24|296.03|0.4||33.55|
441|177|2025-04-17|09:48:11|delivered|debit_card|517 Holland Fall Apt. 634|Mosleystad|NM|11624|152.37|12.08|1.35||0.0|
1471|480|2025-05-19|09:48:11|cancelled|paypal|860 Mccoy Tunnel|Johnfurt|NE|57565|5362.26|428.98|0.0||0.0|
129|188|2025-06-06|09:48:11|pending|bank_transfer|3754 Eddie Haven|Huberburgh|VT|70666|5639.39|450.02|14.12||0.0|
1092|111|2025-08-24|09:48:11|pending|paypal|9027 Rodriguez Loop Suite 014|Alexanderhaven|WI|97969|1293.91|103.51|0.0||0.0|
440|76|2025-04-04|09:48:11|delivered|bank_transfer|0937 Price Squares Apt. 341|Port Monicaburgh|MN|43228|6741.3|538.17|14.19||0.0|
1834|30|2025-08-22|09:48:11|processing|paypal|5623 Kristin Wells|Alyssaview|MP|22068|3928.4|314.06|2.61|HERE|0.0|
577|194|2025-08-30|09:48:11|shipped|credit_card|518 Morrow Bridge Apt. 845|East Ericbury|MP|25197|128.04|9.49|9.36||0.0|
791|341|2025-05-10|09:48:11|processing|credit_card|3149 Bennett Meadow Apt. 368|Timothyside|NY|32563|1226.33|97.92|2.28||0.0|Including million role different window full real actually.
999|446|2025-05-21|09:48:11|delivered|bank_transfer|37271 Elizabeth Valleys Suite 957|Barbaraside|FM|97771|5801.51|463.9|2.72||0.0|
1906|7|2025-09-18|09:48:11|pending|debit_card|4687 James Forge Apt. 980|Brianshire|NJ|66410|1282.52|102.6|0.0||0.0|
1354|62|2025-04-24|09:48:11|pending|paypal|04786 Morrow Gateway|Reedview|ID|95531|3295.32|263.63|0.0||0.0|
1322|311|2025-07-26|09:48:11|processing|credit_card|1009 Conley Pine|Lindamouth|NV|64813|1481.22|118.21|3.58||0.0|
713|380|2025-06-01|09:48:11|pending|paypal|7742 Douglas Lakes|South Trevorshire|ID|16994|292.94|22.74|8.72|AGENCY|0.0|
1689|413|2025-07-13|09:48:11|cancelled|credit_card|5307 Moore Village|Jeremyfort|PA|95361|2634.78|210.78|0.0||0.0|
1724|92|2025-09-28|09:48:11|processing|bank_transfer|8759 Price Falls Apt. 593|Port Kimberlyton|AS|62325|1670.39|132.96|8.33||0.0|
242|387|2025-09-01|09:48:11|pending|debit_card|191 Tammy Garden|Bettychester|GU|52109|5598.33|450.98|7.61||46.51|
1913|177|2025-04-27|09:48:11|cancelled|bank_transfer|517 Holland Fall Apt. 634|Mosleystad|NM|11624|5473.86|437.73|2.19||0.0|
1874|477|2025-06-11|09:48:11|processing|debit_card|11978 Griffith Turnpike|New Brandonborough|IA|78268|3463.23|277.06|0.0||0.0|
1804|159|2025-08-13|09:48:11|pending|paypal|09945 Brandon Mall|East Emily|RI|87129|3395.18|271.61|0.0||0.0|
1011|288|2025-05-25|09:48:11|shipped|bank_transfer|498 Fletcher Manors Apt. 418|Spenceberg|WA|28270|5520.87|441.67|0.0||0.0|
324|279|2025-07-10|09:48:11|shipped|paypal|202 Robert Station|Patriciaside|MI|48474|2555.53|204.44|0.0||0.0|
947|154|2025-09-20|09:48:11|processing|credit_card|52056 Turner Summit|Edwinborough|CT|17742|1144.76|90.59|12.38|WATER|0.0|
1816|292|2025-04-29|09:48:11|cancelled|debit_card|6692 Richardson Vista Suite 516|Bakerton|RI|84893|4678.72|375.38|3.88||17.41|
461|141|2025-08-09|09:48:11|processing|bank_transfer|1204 Jones Mountains|East Paula|KS|50515|340.0|27.2|0.0||0.0|
1778|398|2025-06-22|09:48:11|processing|credit_card|14035 Valerie Views Apt. 560|East Carol|RI|88126|2135.1|173.79|2.98||40.28|
1773|467|2025-09-15|09:48:11|pending|paypal|073 Clay Courts|New Brandishire|KY|00513|2778.29|221.22|13.01|LOCAL|0.0|Sort direction three big break east project step.
1043|429|2025-09-14|09:48:11|delivered|paypal|9680 Richards Square Suite 274|Ronaldberg|MP|10570|3110.65|248.85|0.0||0.0|
551|199|2025-04-10|09:48:11|processing|paypal|70269 Hernandez Road|Harrisfort|NM|66665|5127.34|410.19|0.0||0.0|Cell work ability.
1734|66|2025-04-23|09:48:11|processing|debit_card|53693 Pierce Spur|Jonathanfort|VA|84609|1341.81|107.15|2.49||0.0|
1081|443|2025-05-20|09:48:11|pending|bank_transfer|9246 Douglas Forks|Kingfurt|NH|93940|3135.4|250.03|10.04||0.0|
1971|241|2025-06-09|09:48:11|shipped|debit_card|34258 Gregory Brooks Apt. 410|West Stephen|MN|49305|9752.41|779.92|3.43||0.0|
1795|220|2025-07-24|09:48:11|pending|credit_card|665 Marsh Vista Apt. 934|Lake Timothyburgh|ID|20989|1846.72|146.56|14.68||0.0|
1085|400|2025-08-17|09:48:11|delivered|credit_card|13062 Kathryn Valley Apt. 369|Samuelberg|NV|78751|2949.5|236.39|9.86||15.24|
1101|170|2025-08-02|09:48:11|cancelled|bank_transfer|097 Jennifer Grove Suite 895|North Ashleystad|DE|76557|892.88|71.43|0.0||0.0|
1880|168|2025-08-16|09:48:11|shipped|debit_card|549 Sellers Mews|Veronicashire|AL|80650|2819.98|224.45|14.38||0.0|
11|457|2025-06-07|09:48:11|delivered|debit_card|95055 Brady Avenue|Michelleland|DC|13080|4654.65|372.37|0.07||0.0|
1139|185|2025-08-04|09:48:11|processing|paypal|62570 Paul Spurs Suite 804|Mullinsside|OK|27652|94.02|10.87|2.79|SAFE|44.69|
888|204|2025-04-03|09:48:11|processing|bank_transfer|36442 Mcdaniel Freeway Suite 312|North John|GU|41204|2940.03|234.1|13.82||0.0|
1650|120|2025-09-21|09:48:11|pending|bank_transfer|7665 Perry Crest Apt. 919|Lake Melaniestad|NY|14412|1260.64|100.63|2.8||0.0|
571|266|2025-08-13|09:48:11|delivered|debit_card|01367 Watts Extensions Suite 176|Cynthiamouth|MN|02021|3418.66|275.94|4.04||34.63|
1881|353|2025-08-20|09:48:11|delivered|debit_card|225 Tara Inlet|South Aaron|FL|26768|2779.14|221.61|9.03||0.0|
903|395|2025-08-02|09:48:11|delivered|paypal|272 Lisa Mills Apt. 908|Port Sarahport|CT|46252|53.94|4.18|1.74||0.0|
232|188|2025-09-22|09:48:11|pending|bank_transfer|3754 Eddie Haven|Huberburgh|VT|70666|908.8|72.56|1.81||0.0|
459|64|2025-04-19|09:48:11|cancelled|credit_card|6287 Melissa Hills|Faulknerside|NC|18076|3568.98|285.52|0.0||0.0|
772|375|2025-06-14|09:48:11|processing|paypal|95786 Richard Hill|New Mariatown|AL|30022|5450.0|436.0|0.0||0.0|
573|477|2025-06-21|09:48:11|shipped|credit_card|11978 Griffith Turnpike|New Brandonborough|IA|78268|2389.32|190.1|13.05||0.0|
520|71|2025-05-14|09:48:11|shipped|credit_card|886 Anthony Knoll Apt. 995|Smithchester|MS|11602|334.43|30.2|4.51||47.56|
1733|71|2025-08-18|09:48:11|delivered|debit_card|886 Anthony Knoll Apt. 995|Smithchester|MS|11602|4818.93|385.51|0.0||0.0|
1735|143|2025-04-16|09:48:11|processing|debit_card|73585 Quinn Brooks|Howardberg|KS|05676|229.92|17.29|13.76||0.0|Outside public write sound beyond career cell.
1090|198|2025-09-04|09:48:11|shipped|credit_card|912 Michael Flat Suite 396|East Maryfort|KY|94020|4286.52|342.63|3.59||0.0|
379|417|2025-05-13|09:48:11|shipped|bank_transfer|2925 David Ways Suite 875|West Marie|MS|72607|908.11|71.67|12.18||0.0|
428|253|2025-07-15|09:48:11|processing|debit_card|571 Smith Prairie|East Andrewville|ME|31485|1812.05|143.69|15.98||0.0|
407|199|2025-06-01|09:48:11|shipped|bank_transfer|70269 Hernandez Road|Harrisfort|NM|66665|6909.32|552.75|0.0||0.0|
597|425|2025-08-06|09:48:11|delivered|paypal|58295 Melissa Ports|Port Laura|GU|91362|718.85|57.03|6.02|RIGHT|0.0|
68|302|2025-04-05|09:48:11|cancelled|credit_card|46199 Martin Ford|Hamiltonmouth|NE|78663|2322.03|186.14|4.07||8.77|
23|309|2025-08-11|09:48:11|processing|paypal|5106 Lee Field Suite 294|Lake Johnville|IN|15598|4079.15|328.12|15.73||38.08|
702|394|2025-07-05|09:48:11|delivered|debit_card|7184 Natasha Circle|Lake Nathanielburgh|AL|69853|7015.84|560.81|5.76|CITIZEN|0.0|
81|3|2025-07-26|09:48:11|processing|bank_transfer|653 William Course Apt. 122|Carlsonfurt|MS|78605|3021.72|241.02|8.93||0.0|
1456|111|2025-07-13|09:48:11|cancelled|debit_card|9027 Rodriguez Loop Suite 014|Alexanderhaven|WI|97969|5864.51|468.88|3.52||0.0|
1421|21|2025-06-23|09:48:11|shipped|bank_transfer|477 Peterson Center|Shelleyfort|DE|09065|4553.01|364.24|0.0|NOTHING|0.0|
1720|327|2025-05-15|09:48:11|cancelled|bank_transfer|3204 Miller Gateway Suite 596|New Joshuaview|TN|33336|5765.99|461.69|3.89||8.98|
1670|392|2025-07-01|09:48:11|delivered|debit_card|9612 Ann Points Apt. 572|Staceytown|VT|78847|3331.03|269.24|4.84||39.25|Budget exist answer report.
443|326|2025-08-21|09:48:11|pending|credit_card|670 Cruz Cape Apt. 362|Patelport|AZ|71482|1114.12|89.93|8.63||18.68|
40|487|2025-09-28|09:48:11|cancelled|debit_card|620 Walker Harbors Suite 077|North Jennifer|NV|18815|4871.22|389.7|0.0||0.0|
1301|139|2025-09-15|09:48:11|pending|debit_card|4564 Kevin Alley|Lake Sandrafort|ME|01698|1027.62|81.73|5.94||0.0|
1152|322|2025-06-02|09:48:11|shipped|debit_card|740 Matthew Green|West Pamela|AR|18757|7501.1|599.24|10.62||0.0|
147|309|2025-09-28|09:48:11|delivered|credit_card|5106 Lee Field Suite 294|Lake Johnville|IN|15598|909.03|72.67|0.66||0.0|
1772|232|2025-08-28|09:48:11|cancelled|bank_transfer|4946 Kirby Forest|Brandonside|OK|09667|4058.2|324.24|5.18||0.0|
865|135|2025-05-12|09:48:11|delivered|credit_card|7292 Lisa Stravenue Suite 386|Shafferburgh|MT|65984|928.03|74.24|0.0||0.0|
1842|277|2025-07-17|09:48:11|delivered|credit_card|93106 Warren Squares Apt. 356|Brownchester|SD|07271|6193.51|494.46|12.78|AMOUNT|0.0|Service model ahead unit admit authority time bill.
159|185|2025-09-03|09:48:11|pending|paypal|62570 Paul Spurs Suite 804|Mullinsside|OK|27652|1541.66|122.5|10.38||0.0|Real camera home trip kind.
1015|80|2025-07-10|09:48:11|processing|debit_card|1168 Neal Wells Suite 775|Port Kimland|VA|60590|3652.51|291.2|12.57|PLAN|0.0|
551|199|2025-04-10|09:48:11|processing|paypal|70269 Hernandez Road|Harrisfort|NM|66665|5127.34|410.19|0.0||0.0|Cell work ability.
1846|474|2025-07-25|09:48:11|pending|bank_transfer|4818 Jose Street|Suzanneburgh|OH|62582|207.13|16.83|8.66||11.93|
378|431|2025-07-07|09:48:11|delivered|credit_card|29618 Jesse Drive Suite 260|New Elizabethshire|NC|01661|3553.79|283.41|11.17||0.0|
546|343|2025-09-14|09:48:11|processing|credit_card|162 Fernando Summit Apt. 237|North Nicolefort|GA|82573|6551.95|523.09|13.28||0.0|
1936|120|2025-04-08|09:48:11|shipped|debit_card|7665 Perry Crest Apt. 919|Lake Melaniestad|NY|14412|472.89|37.83|0.0||0.0|
29|422|2025-04-17|09:48:11|pending|credit_card|3365 Joshua Shoal|West Kayleeville|ME|19092|413.68|32.52|7.13|RULE|0.0|
847|203|2025-09-21|09:48:11|cancelled|paypal|48468 Gonzalez Locks Suite 987|Lewismouth|KY|84115|3915.24|314.96|10.54||32.36|
1549|422|2025-08-11|09:48:11|pending|bank_transfer|3365 Joshua Shoal|West Kayleeville|ME|19092|162.55|12.9|1.32||0.0|
1579|495|2025-07-08|09:48:11|cancelled|credit_card|6957 Anthony Crossing Apt. 482|Melissaview|KS|24428|226.71|17.12|12.71||0.0|
384|499|2025-06-04|09:48:11|processing|paypal|45238 Morales Dam Suite 866|West Michelleshire|NY|54963|2773.96|221.7|2.7||0.0|
1856|377|2025-09-30|09:48:11|cancelled|debit_card|28981 Katherine Crest|Yangstad|WA|42035|5506.69|440.54|0.0||0.0|
425|351|2025-07-06|09:48:11|cancelled|bank_transfer|4358 Davis Trail Apt. 437|Anthonyville|NC|86789|4046.46|323.72|0.0||0.0|Child through technology employee.
17|364|2025-06-16|09:48:11|cancelled|paypal|37100 Camacho Mountains Suite 164|Lake Kimberlyside|VT|03610|61.59|4.39|6.75||0.0|
1350|248|2025-05-03|09:48:11|pending|debit_card|3027 Makayla Rapids Apt. 859|Stevensshire|AZ|97139|2243.37|178.28|14.93||0.0|
213|183|2025-07-13|09:48:11|shipped|debit_card|3543 Martinez Square|West Derekmouth|NH|55318|1162.34|95.25|10.73||39.01|
1433|213|2025-09-02|09:48:11|cancelled|debit_card|71504 Phillip Ramp|South Mariahfort|NH|82860|7276.7|581.47|8.38||0.0|
768|198|2025-06-07|09:48:11|cancelled|debit_card|912 Michael Flat Suite 396|East Maryfort|KY|94020|6757.1|540.33|3.01||0.0|
1541|485|2025-05-21|09:48:11|processing|debit_card|656 Sandra Forge Apt. 876|Lake Mariaberg|WI|25442|4498.47|359.88|0.0|UNDER|0.0|
1509|407|2025-09-21|09:48:11|pending|paypal|35415 Smith Ramp|New Juan|NC|03573|316.4|25.31|0.0||0.0|
1333|423|2025-05-25|09:48:11|processing|debit_card|971 Jason Locks|Johnsonfort|NE|61541|2507.06|203.64|0.0||38.48|
550|256|2025-09-04|09:48:11|cancelled|debit_card|4746 Jones Dale Suite 323|North Michellestad|NM|53526|2476.05|198.08|0.0||0.0|
1908|286|2025-07-26|09:48:11|cancelled|debit_card|1968 Jacqueline Freeway|Angelaberg|PW|14939|3947.0|315.97|15.65||18.24|
234|340|2025-04-12|09:48:11|pending|paypal|0244 Jerry Trail Apt. 041|Riosberg|GU|97563|2815.01|224.04|14.45||0.0|
762|139|2025-04-05|09:48:11|processing|debit_card|4564 Kevin Alley|Lake Sandrafort|ME|01698|160.44|12.68|1.92||0.0|
323|25|2025-07-18|09:48:11|shipped|credit_card|7109 Jennifer Inlet Apt. 861|Port Robin|NH|15897|4337.18|345.99|12.26||0.0|
1875|146|2025-08-20|09:48:11|cancelled|paypal|113 Lopez Pine|Reeseshire|MI|88908|5926.2|473.08|12.73||0.0|Already be member new particular against develop.
1979|444|2025-05-06|09:48:11|delivered|debit_card|870 Jones Isle Apt. 482|North Dustinside|KY|08350|1479.64|121.8|0.0||42.89|
337|195|2025-06-14|09:48:11|processing|debit_card|13223 Martinez Curve Apt. 611|North Antonio|TN|67803|4691.14|374.32|12.17||0.0|
867|61|2025-07-06|09:48:11|shipped|credit_card|740 Scott Alley|Cooperland|ND|08398|3149.03|251.86|0.72||0.0|
219|197|2025-09-14|09:48:11|shipped|debit_card|275 Hawkins Canyon|West Tristanfurt|LA|60393|4098.87|327.15|9.45||0.0|
1756|354|2025-07-31|09:48:11|pending|credit_card|376 Mccarthy Track Apt. 625|Carlsonside|CA|45965|6238.88|498.64|5.85||0.0|
1450|414|2025-08-19|09:48:11|delivered|bank_transfer|0425 Sutton Meadow Apt. 928|Annettefort|CA|02822|6915.8|552.53|9.16||0.0|
873|452|2025-08-08|09:48:11|delivered|paypal|89743 Robert Trail|Lake Michaelmouth|AS|81094|4516.21|360.51|9.84||0.0|
1004|493|2025-05-17|09:48:11|cancelled|credit_card|9598 Deborah Haven|Shannonside|NY|60516|3519.33|281.47|0.9||0.0|
1589|15|2025-04-22|09:48:11|shipped|credit_card|231 Russell Plains Suite 603|Priceshire|UT|03061|1501.99|119.71|14.42||8.77|
1841|418|2025-05-29|09:48:11|processing|debit_card|315 Morgan Loop|Karenfort|MO|71949|5985.63|482.1|0.0||40.66|
154|80|2025-09-09|09:48:11|pending|credit_card|1168 Neal Wells Suite 775|Port Kimland|VA|60590|2391.76|191.34|0.0||0.0|
1440|11|2025-07-06|09:48:11|processing|bank_transfer|16073 Lisa Mount Suite 433|Lake Jamesmouth|KY|09600|1638.62|130.54|6.85|INDEED|0.0|
212|45|2025-06-13|09:48:11|delivered|debit_card|96218 Jones Pine Apt. 670|Zavalaview|WA|02629|4346.0|346.54|14.25||0.0|
988|106|2025-05-06|09:48:11|delivered|bank_transfer|666 Sanford Lights|North Amandastad|AL|42734|6108.21|491.92|0.0||40.85|Offer position his.
1136|2|2025-05-09|09:48:11|pending|bank_transfer|7525 Clark Grove Apt. 928|East Steven|KY|84387|6688.33|534.91|1.91||0.0|
1898|293|2025-07-20|09:48:11|delivered|paypal|12166 Richard Circles Suite 597|Lake Judith|DE|36988|3022.99|245.13|0.0||41.09|
361|178|2025-09-11|09:48:11|shipped|paypal|0506 Jason Shoal|Bentleyside|FL|97632|4459.86|356.1|8.63||0.0|
